Erläuterungen;Planungsstelle;Produkt;Maßnahme;Sachkonto;Bezeichnung;Budget;Deckungskreis;Deckungsschlüssel;bewirtschaftende Dienststelle;anordnende Dienststelle;Investitionskennzeichen;Dotierkreis;Ansatz aktuell;Aktuelles Soll;ansatz vorjahr;Soll Vorjahr;Rg Erg vorvorjahr;RG Vorjahr;RG Aktuell;Planjahr+1;Planjahr+2;Planjahr+3;VE aktuell
Nein;3.1.1.1.623210;3.1.1.1;0;623210;Kostenbeteil u. -erstattung SGB XII örtl. Träger von Landkreisen;3;0;0;0;0,00;0,00;30;45.750;0;49.500;0;50.590,16;33.374,95;0;45.750;45.750;45.750;0
Nein;3.1.1.1.623900;3.1.1.1;0;623900;Kostenbeteil u. -erstattung SGB XII örtl. Träger von sonstigen;3;0;0;0;0,00;0,00;30;7.000;0;7.000;0;3.139,88;2.985,23;0;7.000;7.000;7.000;0
Nein;3.1.1.1.629001;3.1.1.1;0;629001;Darlehensrückzahlungen (Sozi);3;0;0;;;0;30;2.000;0;2.000;0;0;0;0;2.000;2.000;2.000;0
Nein;3.1.1.1.629002;3.1.1.1;0;629002;Ersatz von KK-Beiträgen;3;0;0;;;0;30;1.000;0;1.000;0;38,08;0;0;1.000;1.000;1.000;0
Nein;3.1.1.1.702210;3.1.1.1;0;702210;Vergütungen der Arbeitnehmer;3;1500000;1;;;0;60;1.900;0;1.850;0;1.822,07;431,35;0;1.940;1.980;2.020;0
Nein;3.1.1.1.702220;3.1.1.1;0;702220;Leistungszulage Bedienstete;3;1500000;1;;;0;60;0;0;0;0;29,08;0;0;0;0;0;0
Nein;3.1.1.1.703200;3.1.1.1;0;703200;Beiträge zur ZVK / Arbeitnehmer;3;1500000;1;;;0;60;200;0;150;0;143,5;33,43;0;210;220;230;0
Nein;3.1.1.1.704200;3.1.1.1;0;704200;Beiträge zur gesetzl. Soz.versicherung Arbeitnehmer;3;1500000;1;;;0;60;400;0;390;0;382,4;88,95;0;410;420;430;0
Nein;3.1.1.1.709000;3.1.1.1;0;709000;Pauschalierte Lohnsteuer ;3;1500000;1;;;0;60;0;0;0;0;1,1;0;0;0;0;0;0
Nein;3.1.1.1.751200;3.1.1.1;0;751200;Einmalige Leistungen des kommunalen Trägers;3;13111;1;0;0;0;30;1.000;0;1.000;0;595,63;0;0;1.000;1.000;1.000;0
Nein;3.1.1.1.753300;3.1.1.1;0;753300;Leist nach SGBXII außerh Einrichtungen örtl. Träger mit Kostenbeteiligung;3;13111;1;0;0,00;0,00;30;10.000;0;7.000;0;4.960,01;1.797,67;0;10.000;10.000;10.000;0
Nein;3.1.1.1.753400;3.1.1.1;0;753400;Leist nach SGBXII außerh Einrichtungen örtl. Träger ohne Kostenbeteiligung;3;13111;1;0;0,00;0,00;30;60.000;0;65.000;0;71.934,17;11.118,32;0;60.000;60.000;60.000;0
Nein;3.1.1.1.754212;3.1.1.1;0;754212;KB an LK an KV/PV 100%;3;13111;1;;;0;30;1.000;0;1.000;0;0;0;0;1.000;1.000;1.000;0
Nein;3.1.1.1.754213;3.1.1.1;0;754213;Erst Kreisanteil HLU-Ein lfd;3;13111;1;;;0;30;9.750;0;9.750;0;0;0;0;9.750;9.750;9.750;0
Nein;3.1.1.1.764140;3.1.1.1;0;764140;Unfallversicherungen;3;13111;1;;;0;80;15;0;50;0;0;0;0;15;15;15;0
Nein;3.1.1.2.421100;3.1.1.2;0;421100;Kostenbeiträge u Aufwendungsersatz, Kostenersatz;3;0;0;;;0;30;5.000;0;5.000;1.443,93;6.169,41;291,56;0;5.000;5.000;5.000;0
Nein;3.1.1.2.421110;3.1.1.2;0;421110;Kostenerstattungen anderer Sozialhilfeträger;3;0;0;;;0;30;2.000;0;2.000;251,78;1.218,69;0;0;2.000;2.000;2.000;0
Nein;3.1.1.2.421200;3.1.1.2;0;421200;Unterhaltsansprüche gegen bürgerlich-rechtlich Unterhaltsverpflichtete;3;0;0;;;0;30;3.000;0;3.000;0;0;0;0;3.000;3.000;3.000;0
Nein;3.1.1.2.421900;3.1.1.2;0;421900;Leistungen von Sozialleistungsträgern;3;0;0;;;0,00;30;3.000;0;3.000;7.942,33;0;5.307,48;0;3.000;3.000;3.000;0
Nein;3.1.1.2.423211;3.1.1.2;0;423211;Ersatz Krankenkassenbeitr. 100 %;3;0;0;;;0;30;45.000;0;45.000;0;0;0;0;45.000;45.000;45.000;0
Nein;3.1.1.2.423213;3.1.1.2;0;423213;Ersatz Grundsicherung 100 %;3;0;0;;;0,00;30;444.000;0;424.000;412.535,55;671.072,40;109.135,49;0;444.000;444.000;444.000;0
Nein;3.1.1.2.429001;3.1.1.2;0;429001;Darlehensrückzahlung (Sozi);3;0;0;;;0;30;1.000;0;1.000;0;0;0;0;1.000;1.000;1.000;0
Nein;3.1.1.2.429002;3.1.1.2;0;429002;Ersatz Krankenkassen-Beitrag;3;0;0;;;0;30;1.000;0;1.000;287,87;8.274,38;287,87;0;1.000;1.000;1.000;0
Nein;3.1.1.2.466140;3.1.1.2;0;466140;Ertrag aus der Auflösung  von Rückstellungen;3;0;0;;;0;80;0;0;0;0;0;0;0;0;0;0;0
Nein;3.1.1.2.502210;3.1.1.2;0;502210;Dienstbezüge der Arbeitnehmer;3;1500000;1;;;0,00;60;7.600;0;24.220;8.516,65;23.829,60;2.460,50;0;7.760;7.920;8.080;0
Nein;3.1.1.2.502220;3.1.1.2;0;502220;Leistungszulagen der AN;3;1500000;1;;;0;60;0;0;0;418,36;436,02;0;0;0;0;0;0
Nein;3.1.1.2.503200;3.1.1.2;0;503200;Arbeitnehmer Beiträge zur Versorgungskasse;3;1500000;1;;;0;60;600;0;1.880;1.280,37;1.880,66;439,57;0;620;640;660;0
Nein;3.1.1.2.504200;3.1.1.2;0;504200;Arbeitnehmer Arbeitgeberanteil an der gesetzlichen Sozialversicherung;3;1500000;1;;;0;60;1.600;0;4.940;1.310,38;4.944,67;429,81;0;1.640;1.680;1.720;0
Nein;3.1.1.2.506290;3.1.1.2;0;506290;Sonstige (Arbeitnehmer);3;1500000;1;;;0;60;0;0;0;15,55;24;6;0;0;0;0;0
Nein;3.1.1.2.508200;3.1.1.2;0;508200;Zuführung&Rückstellungen für nicht genommenen Urlaub,Überstunden Arbeitnehmer;3;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;3.1.1.2.508220;3.1.1.2;0;508220;Zf. Überstundenrückst. AN;3;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;3.1.1.2.509000;3.1.1.2;0;509000;Pauschalierte Lohnsteuer ;3;1500000;1;;;0;60;0;0;80;0,01;72,49;1,95;0;0;0;0;0
Nein;3.1.1.2.551240;3.1.1.2;0;551240;einmalige Leist Persgr. 3;3;13112;1;;;0;30;1.000;0;1.000;350;1.189,29;0;0;1.000;1.000;1.000;0
Nein;3.1.1.2.551250;3.1.1.2;0;551250;einmalige Leist Persgr. 4;3;13112;1;;;0;30;3.000;0;3.000;2.237,16;3.424,92;0;0;3.000;3.000;3.000;0
Nein;3.1.1.2.553400;3.1.1.2;0;553400;Leist auhalb v Einricht örtlic;3;13112;1;;;0;30;0;0;0;0;0;0;0;0;0;0;0
Nein;3.1.1.2.553410;3.1.1.2;0;553410;Leist auhalb Persgr 3;3;13112;1;;;0,00;30;220.000;0;170.000;219.872,05;209.143,16;56.909,68;0;220.000;220.000;220.000;0
Nein;3.1.1.2.553420;3.1.1.2;0;553420;Leist auhalb Persgr 4;3;13112;1;;;0,00;30;220.000;0;250.000;211.189,78;423.113,97;49.141,44;0;220.000;220.000;220.000;0
Nein;3.1.1.2.553430;3.1.1.2;0;553430;KV/PV Persgr 3;3;13112;1;;;0,00;30;20.000;0;20.000;11.359,53;14.120,02;1.396,01;0;20.000;20.000;20.000;0
Nein;3.1.1.2.553440;3.1.1.2;0;553440;KV/PV Persgr 4;3;13112;1;;;0,00;30;25.000;0;25.000;17.188,37;20.081,04;4.771,65;0;25.000;25.000;25.000;0
Nein;3.1.1.2.554211;3.1.1.2;0;554211;KB an LK an Grusi 100 %;3;13112;1;;;0,00;30;14.000;0;14.000;9.925,91;15.662,48;5.886,91;0;14.000;14.000;14.000;0
Nein;3.1.1.2.554212;3.1.1.2;0;554212;KB an LK KV/PV 100 %;3;13112;1;;;0;30;1.000;0;1.000;0;0;0;0;1.000;1.000;1.000;0
Nein;3.1.1.2.554301;3.1.1.2;0;554301;KE and Sozialhilfetr. GRUSI;3;13112;1;;;0;30;0;0;0;0;0;0;0;0;0;0;0
Ja;3.1.1.2.562500;3.1.1.2;0;562500;Sachverständigen- Gerichts- und ähnliche Aufwendungen;3;13112;1;;;0;30;1.000;0;2.000;0;0;0;0;0;0;0;0
Ja;3.1.1.2.563100;3.1.1.2;0;563100;Büromaterial;3;13112;1;;;0;30;100;0;100;122,46;43;0;0;100;100;100;0
Nein;3.1.1.2.621100;3.1.1.2;0;621100;Ersatz soz. Leist. außerh. v. Einricht. Kost.beitr. Aufwend.ersatz;3;0;0;;;0;30;5.000;0;5.000;0;6.169,41;0;0;5.000;5.000;5.000;0
Nein;3.1.1.2.621110;3.1.1.2;0;621110;Kostenbeitr Aufwendersatz Kostersatz überörtl. Träger mit eig Kostenbeteil;3;0;0;;;0;30;2.000;0;2.000;0;1.218,69;0;0;2.000;2.000;2.000;0
Nein;3.1.1.2.621200;3.1.1.2;0;621200;Unterh.anspr. gegen bürg.-rechtl Unterh.verpflichtete;3;0;0;;;0;30;3.000;0;3.000;0;0;0;0;3.000;3.000;3.000;0
Nein;3.1.1.2.621900;3.1.1.2;0;621900;Ersatz v. soz. Leistungen außerh. v. Einrichtungen sonstige;3;0;0;;;0;30;3.000;0;3.000;0;0;0;0;3.000;3.000;3.000;0
Nein;3.1.1.2.623211;3.1.1.2;0;623211;Ers. KK Beitr. 100 %;3;0;0;;;0;30;45.000;0;45.000;0;0;0;0;45.000;45.000;45.000;0
Nein;3.1.1.2.623213;3.1.1.2;0;623213;Ers. GruSi 100 %;3;0;0;;;0,00;30;444.000;0;424.000;0;675.612,40;161.586,06;0;444.000;444.000;444.000;0
Nein;3.1.1.2.629001;3.1.1.2;0;629001;Darlehensrückzahlungen (Sozi);3;0;0;;;0;30;1.000;0;1.000;0;0;0;0;1.000;1.000;1.000;0
Nein;3.1.1.2.629002;3.1.1.2;0;629002;Ersatz von KK-Beiträgen;3;0;0;;;0;30;1.000;0;1.000;0;8.274,38;0;0;1.000;1.000;1.000;0
Nein;3.1.1.2.702210;3.1.1.2;0;702210;Vergütungen der Arbeitnehmer;3;1500000;1;;;0,00;60;7.600;0;24.220;0;23.829,60;2.383,56;0;7.760;7.920;8.080;0
Nein;3.1.1.2.702220;3.1.1.2;0;702220;Leistungszulage Bedienstete;3;1500000;1;;;0;60;0;0;0;0;436,02;0;0;0;0;0;0
Nein;3.1.1.2.703200;3.1.1.2;0;703200;Beiträge zur ZVK / Arbeitnehmer;3;1500000;1;;;0;60;600;0;1.880;0;1.880,66;439,57;0;620;640;660;0
Nein;3.1.1.2.704200;3.1.1.2;0;704200;Beiträge zur gesetzl. Soz.versicherung Arbeitnehmer;3;1500000;1;;;0;60;1.600;0;4.940;0;4.944,67;412,59;0;1.640;1.680;1.720;0
Nein;3.1.1.2.706290;3.1.1.2;0;706290;Sonstige Personalnebenleistungen Arbeitnehmer;3;1500000;1;;;0;60;0;0;0;0;24;6;0;0;0;0;0
Nein;3.1.1.2.709000;3.1.1.2;0;709000;Pauschalierte Lohnsteuer ;3;1500000;1;;;0;60;0;0;80;0;72,49;1,95;0;0;0;0;0
Nein;3.1.1.2.751240;3.1.1.2;0;751240;einmalige Leist Persgr 3;3;13112;1;;;0;30;1.000;0;1.000;0;1.189,29;0;0;1.000;1.000;1.000;0
Nein;3.1.1.2.751250;3.1.1.2;0;751250;einmalige Leist Persgr 4;3;13112;1;;;0;30;3.000;0;3.000;0;3.376,02;0;0;3.000;3.000;3.000;0
Nein;3.1.1.2.753400;3.1.1.2;0;753400;Leist nach SGBXII außerh Einrichtungen örtl. Träger ohne Kostenbeteiligung;3;13112;1;;;0;30;0;0;0;0;0;0;0;0;0;0;0
Nein;3.1.1.2.753410;3.1.1.2;0;753410;Leist auhalb Persgr 3;3;13112;1;;;0,00;30;220.000;0;170.000;0;208.858,33;38.705,94;0;220.000;220.000;220.000;0
Nein;3.1.1.2.753420;3.1.1.2;0;753420;Leist auhalb Persgr 4;3;13112;1;;;0,00;30;220.000;0;250.000;0;401.095,28;35.531,47;0;220.000;220.000;220.000;0
Nein;3.1.1.2.753430;3.1.1.2;0;753430;KV/PV Persgr 3;3;13112;1;;;0;30;20.000;0;20.000;0;14.434,50;508,9;0;20.000;20.000;20.000;0
Nein;3.1.1.2.753440;3.1.1.2;0;753440;KV/PV Persgr 4;3;13112;1;;;0,00;30;25.000;0;25.000;0;19.616,83;3.518,50;0;25.000;25.000;25.000;0
Nein;3.1.1.2.754211;3.1.1.2;0;754211;KB an LK an Grusi 100 %;3;13112;1;;;0;30;14.000;0;14.000;0;17.958,96;0;0;14.000;14.000;14.000;0
Nein;3.1.1.2.754212;3.1.1.2;0;754212;KB an LK an KV/PV 100%;3;13112;1;;;0;30;1.000;0;1.000;0;0;0;0;1.000;1.000;1.000;0
Nein;3.1.1.2.754301;3.1.1.2;0;754301;KE and Sozialhilfetr. GRUSI;3;13112;1;;;0;30;0;0;0;0;0;0;0;0;0;0;0
Nein;3.1.1.2.762500;3.1.1.2;0;762500;Sachverständigen- Gerichts- u ähnl. Auszahlungen;3;13112;1;;;0;30;1.000;0;2.000;0;0;0;0;0;0;0;0
Nein;3.1.1.2.763100;3.1.1.2;0;763100;Büromaterial ;3;13112;1;;;0;30;100;0;100;0;43;0;0;100;100;100;0
Ja;3.1.2.1.442430;3.1.2.1;0;442430;Kostenerstattungen vom öffentlichen Bereich von Gemeinden und Gemeindeverbänden;3;0;0;;;0;30;100.000;0;84.000;70.380;49.963,72;0;0;102.000;104.040;106.120;0
Nein;3.1.2.1.442490;3.1.2.1;0;442490;Kostenerstattungen vom sonstigen öffentlichen Bereich;3;0;0;;;0;30;0;0;0;0;0;0;0;0;0;0;0
Nein;3.1.2.1.466140;3.1.2.1;0;466140;Ertrag aus der Auflösung  von Rückstellungen;3;0;0;;;0;80;0;0;0;0;0;0;0;0;0;0;0
Nein;3.1.2.1.502210;3.1.2.1;0;502210;Dienstbezüge der Arbeitnehmer;3;1500000;1;;;0,00;60;77.500;0;64.750;48.455,45;51.051,40;14.111,86;0;79.050;80.640;82.260;0
Nein;3.1.2.1.502220;3.1.2.1;0;502220;Leistungszulagen der AN;3;1500000;1;;;0;60;0;0;0;925,66;1.063,29;0;0;0;0;0;0
Nein;3.1.2.1.503200;3.1.2.1;0;503200;Arbeitnehmer Beiträge zur Versorgungskasse;3;1500000;1;;;0,00;60;6.000;0;5.020;3.827,03;4.039,27;1.093,67;0;6.120;6.250;6.380;0
Nein;3.1.2.1.504200;3.1.2.1;0;504200;Arbeitnehmer Arbeitgeberanteil an der gesetzlichen Sozialversicherung;3;1500000;1;;;0,00;60;16.300;0;13.620;10.366,33;10.909,59;2.961,88;0;16.630;16.970;17.310;0
Nein;3.1.2.1.506290;3.1.2.1;0;506290;Sonstige (Arbeitnehmer);3;1500000;1;;;0;60;0;0;0;66,5;79,8;19,95;0;0;0;0;0
Nein;3.1.2.1.508200;3.1.2.1;0;508200;Zuführung&Rückstellungen für nicht genommenen Urlaub,Überstunden Arbeitnehmer;3;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;3.1.2.1.509000;3.1.2.1;0;509000;Pauschalierte Lohnsteuer ;3;1500000;1;;;0;60;0;0;40;0;42,65;0;0;0;0;0;0
Nein;3.1.2.1.551100;3.1.2.1;0;551100;Kosten d Unterkunft u Heizung ;3;13121;1;;;0;30;130.000;0;220.000;0;0;0;0;130.000;130.000;130.000;0
Nein;3.1.2.1.551200;3.1.2.1;0;551200;einmalige Leist d komn Trägers;3;13121;1;;;0;30;8.000;0;15.000;0;0;0;0;8.000;8.000;8.000;0
Nein;3.1.2.1.564140;3.1.2.1;0;564140;Unfallversicherungen;3;13121;1;;;0;80;300;0;450;263,02;397,39;0;0;300;300;300;0
Nein;3.1.2.1.642430;3.1.2.1;0;642430;Kostenerstattungen von Gemeinden und Gemeindeverbänden;3;0;0;;;0;30;100.000;0;84.000;0;74.135,01;0;0;102.000;104.040;106.120;0
Nein;3.1.2.1.642490;3.1.2.1;0;642490;Kostenerst. Kostenuml. v öffentl. Bereich v sonst öffentl Bereich;3;0;0;;;0;30;0;0;0;0;0;0;0;0;0;0;0
Nein;3.1.2.1.702210;3.1.2.1;0;702210;Vergütungen der Arbeitnehmer;3;1500000;1;;;0,00;60;77.500;0;64.750;0;51.056,02;14.111,86;0;79.050;80.640;82.260;0
Nein;3.1.2.1.702220;3.1.2.1;0;702220;Leistungszulage Bedienstete;3;1500000;1;;;0;60;0;0;0;0;1.063,29;0;0;0;0;0;0
Nein;3.1.2.1.703200;3.1.2.1;0;703200;Beiträge zur ZVK / Arbeitnehmer;3;1500000;1;;;0,00;60;6.000;0;5.020;0;4.039,27;1.093,67;0;6.120;6.250;6.380;0
Nein;3.1.2.1.704200;3.1.2.1;0;704200;Beiträge zur gesetzl. Soz.versicherung Arbeitnehmer;3;1500000;1;;;0,00;60;16.300;0;13.620;0;10.910,47;2.961,88;0;16.630;16.970;17.310;0
Nein;3.1.2.1.706290;3.1.2.1;0;706290;Sonstige Personalnebenleistungen Arbeitnehmer;3;1500000;1;;;0;60;0;0;0;0;79,8;19,95;0;0;0;0;0
Nein;3.1.2.1.709000;3.1.2.1;0;709000;Pauschalierte Lohnsteuer ;3;1500000;1;;;0;60;0;0;40;0;42,65;0;0;0;0;0;0
Nein;3.1.2.1.751100;3.1.2.1;0;751100;Kosten der Unterkunft u Heizung (§ 22 SGBII);3;13121;1;;;0;30;130.000;0;220.000;0;178.155,30;0;0;130.000;130.000;130.000;0
Nein;3.1.2.1.751200;3.1.2.1;0;751200;Einmalige Leistungen des kommunalen Trägers;3;13121;1;;;0;30;8.000;0;15.000;0;9.379,36;0;0;8.000;8.000;8.000;0
Nein;3.1.2.1.764140;3.1.2.1;0;764140;Unfallversicherungen;3;13121;1;;;0;80;300;0;450;0;0;0;0;300;300;300;0
Nein;3.1.3.0.421100;3.1.3.0;0;421100;Kostenbeiträge u Aufwendungsersatz, Kostenersatz;3;0;0;0,00;0;0;30;5.000;0;5.000;1.827,98;638,27;216,27;0;5.000;5.000;5.000;0
Ja;3.1.3.0.421141;3.1.3.0;0;421141;Erst. Aufw. Asylbewerber;3;0;0;;;0,00;30;480.000;0;422.000;328.641,52;371.766,62;98.185,00;0;480.000;480.000;480.000;0
Nein;3.1.3.0.421142;3.1.3.0;0;421142;Erstatt. Aufw. Asyl Unterbr.VG;3;0;0;;;0,00;30;460.000;0;460.000;346.839,76;439.183,03;334.258,20;0;460.000;460.000;460.000;0
Nein;3.1.3.0.421300;3.1.3.0;0;421300;Leistungen von Sozialleistungsträgern;3;0;0;;;0,00;30;5.000;0;5.000;4.663,70;485,2;4.663,70;0;5.000;5.000;5.000;0
Nein;3.1.3.0.442900;3.1.3.0;0;442900;Sonstige Kostenerstattungen;3;0;0;;;0;30;0;0;0;0;0;0;0;0;0;0;0
Nein;3.1.3.0.466140;3.1.3.0;0;466140;Ertrag aus der Auflösung  von Rückstellungen;3;0;0;;;0;80;0;0;0;0;0;0;0;0;0;0;0
Nein;3.1.3.0.502210;3.1.3.0;0;502210;Dienstbezüge der Arbeitnehmer;3;1500000;1;;;0,00;60;148.300;0;143.320;108.314,42;132.147,15;33.217,85;0;151.270;154.300;157.390;0
Nein;3.1.3.0.502220;3.1.3.0;0;502220;Leistungszulagen der AN;3;1500000;1;;;0;60;0;0;0;2.352,19;2.391,63;0;0;0;0;0;0
Nein;3.1.3.0.503200;3.1.3.0;0;503200;Arbeitnehmer Beiträge zur Versorgungskasse;3;1500000;1;;;0,00;60;11.500;0;11.100;8.576,76;10.426,83;2.574,41;0;11.730;11.970;12.210;0
Nein;3.1.3.0.504200;3.1.3.0;0;504200;Arbeitnehmer Arbeitgeberanteil an der gesetzlichen Sozialversicherung;3;1500000;1;;;0,00;60;30.700;0;29.690;22.889,68;27.860,14;6.873,40;0;31.320;31.950;32.590;0
Nein;3.1.3.0.506290;3.1.3.0;0;506290;Sonstige (Arbeitnehmer);3;1500000;1;;;0;60;0;0;0;168,31;197,3;52,04;0;0;0;0;0
Nein;3.1.3.0.508200;3.1.3.0;0;508200;Zuführung&Rückstellungen für nicht genommenen Urlaub,Überstunden Arbeitnehmer;3;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;3.1.3.0.508220;3.1.3.0;0;508220;Zf. Überstundenrückst. AN;3;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;3.1.3.0.509000;3.1.3.0;0;509000;Pauschalierte Lohnsteuer ;3;1500000;1;;;0;60;100;0;320;24,64;245,66;4,64;0;110;120;130;0
Ja;3.1.3.0.523200;3.1.3.0;0;523200;Bewirtschaftung der Grundstücke,Außenanlagen,Gebäude&Gebäudeeinrichtungen;3;13130;1;;;0;70;0;0;0;0;-132,54;0;0;0;0;0;0
Nein;3.1.3.0.523210;3.1.3.0;0;523210;Bewirtschaftung der Grundstücke;3;13130;1;;;0;70;100;0;100;0;0;0;0;100;100;100;0
Nein;3.1.3.0.523220;3.1.3.0;0;523220;Bewirtschaftung der Außenanlagen;3;13130;1;;;0;70;100;0;100;0;59,95;0;0;100;100;100;0
Nein;3.1.3.0.523230;3.1.3.0;0;523230;Bewirtschaftung der Gebäude einschließlich der Bestandteile;3;13130;1;;;0,00;70;7.200;0;23.400;7.084,70;18.038,70;7.078,51;0;7.200;7.200;7.200;0
Nein;3.1.3.0.523232;3.1.3.0;0;523232;Bew Gebäude - Wasser/Abwasser;3;13130;1;;;0,00;70;29.700;0;45.000;27.949,83;30.356,47;29.080,92;0;29.700;29.700;29.700;0
Nein;3.1.3.0.523233;3.1.3.0;0;523233;Bew Gebäude - Strom;3;13130;1;;;0,00;70;40.000;0;67.500;38.483,83;23.295,42;41.042,76;0;40.000;40.000;40.000;0
Nein;3.1.3.0.523234;3.1.3.0;0;523234;Bew Gebäude - Heizöl/Gas/Pelle;3;13130;1;;;0,00;70;42.300;0;75.000;61.247,83;62.744,10;51.468,76;0;42.300;42.300;42.300;0
Nein;3.1.3.0.523235;3.1.3.0;0;523235;Bew Gebäude - Abfall;3;13130;1;;;0,00;70;7.200;0;10.000;6.790,82;7.876,36;7.049,92;0;7.200;7.200;7.200;0
Ja;3.1.3.0.529100;3.1.3.0;0;529100;Sonstige Aufwendungen für Sachleistungen;3;13130;1;;;0,00;30;25.000;0;25.000;6.243,71;100;4.783,95;0;25.000;25.000;25.000;0
Ja;3.1.3.0.529200;3.1.3.0;0;529200;Sonstige Aufwendungen für Dienstleistungen;3;13130;1;;;0,00;30;5.000;0;5.000;2.784,58;1.309,00;1.632,37;0;5.000;5.000;5.000;0
Nein;3.1.3.0.557110;3.1.3.0;0;557110;Lfd Leistungen AsylBLG;3;13130;1;;;0,00;30;350.000;0;300.000;314.463,09;280.092,43;87.930,47;0;350.000;350.000;350.000;0
Nein;3.1.3.0.557120;3.1.3.0;0;557120;Lfd Leistungen AsylBLG / SGB12;3;13130;1;;;0,00;30;120.000;0;110.000;71.736,86;87.024,98;17.618,22;0;120.000;120.000;120.000;0
Nein;3.1.3.0.557130;3.1.3.0;0;557130;Einmalige Leistungen AsylBLG;3;13130;1;;;0,00;30;10.000;0;12.000;3.020,84;4.649,21;1.323,46;0;10.000;10.000;10.000;0
Nein;3.1.3.0.558100;3.1.3.0;0;558100;Leistungen nach dem AsylbLG;3;13130;1;0,00;0,00;0,00;30;10.000;0;10.000;6.491,68;1.123,47;4.879,97;0;10.000;10.000;10.000;0
Ja;3.1.3.0.562100;3.1.3.0;0;562100;Mieten, Pachten u. Erbbauzinsen;3;13130;1;;;0,00;30;180.000;0;220.000;202.419,60;223.249,60;207.829,60;0;180.000;180.000;180.000;0
Nein;3.1.3.0.564140;3.1.3.0;0;564140;Unfallversicherungen;3;13130;1;;;0;80;600;0;650;576,86;564,34;0;0;600;600;600;0
Nein;3.1.3.0.568100;3.1.3.0;0;568100;sonstige Steueraufwendungen Grundsteuer;3;13130;1;;;0,00;30;5.500;0;5.500;3.402,43;5.382,04;3.524,96;0;5.500;5.500;5.500;0
Nein;3.1.3.0.621100;3.1.3.0;0;621100;Ersatz soz. Leist. außerh. v. Einricht. Kost.beitr. Aufwend.ersatz;3;0;0;0;0;0;30;5.000;0;5.000;0;638,27;0;0;5.000;5.000;5.000;0
Nein;3.1.3.0.621141;3.1.3.0;0;621141;Erstatt. Aufw. nach AsylblG;3;0;0;;;0,00;30;480.000;0;422.000;0;364.714,62;96.743,14;0;480.000;480.000;480.000;0
Nein;3.1.3.0.621142;3.1.3.0;0;621142;Erstatt. Aufw. Asyl Unterbr.VG;3;0;0;;;0,00;30;460.000;0;460.000;0;246.506,69;62.519,79;0;460.000;460.000;460.000;0
Nein;3.1.3.0.621300;3.1.3.0;0;621300;Ersatz v. soz. Leistungen von Leistungen von Sozialleistungsträgern;3;0;0;;;0;30;5.000;0;5.000;0;485,2;0;0;5.000;5.000;5.000;0
Nein;3.1.3.0.642900;3.1.3.0;0;642900;Kostenerst. Kostenuml. v Sonstigen;3;0;0;;;0;30;0;0;0;0;60;120;0;0;0;0;0
Nein;3.1.3.0.702210;3.1.3.0;0;702210;Vergütungen der Arbeitnehmer;3;1500000;1;;;0,00;60;148.300;0;143.320;0;133.874,50;33.217,85;0;151.270;154.300;157.390;0
Nein;3.1.3.0.702220;3.1.3.0;0;702220;Leistungszulagen der AN;3;1500000;1;;;0;60;0;0;0;0;2.391,63;0;0;0;0;0;0
Nein;3.1.3.0.703200;3.1.3.0;0;703200;Beiträge zur ZVK / Arbeitnehmer;3;1500000;1;;;0,00;60;11.500;0;11.100;0;10.560,71;2.574,41;0;11.730;11.970;12.210;0
Nein;3.1.3.0.704200;3.1.3.0;0;704200;Beiträge zur gesetzl. Soz.versicherung Arbeitnehmer;3;1500000;1;;;0,00;60;30.700;0;29.690;0;28.224,76;6.873,40;0;31.320;31.950;32.590;0
Nein;3.1.3.0.706290;3.1.3.0;0;706290;Sonstige Personalnebenleistungen Arbeitnehmer;3;1500000;1;;;0;60;0;0;0;0;200,3;52,04;0;0;0;0;0
Nein;3.1.3.0.709000;3.1.3.0;0;709000;Pauschalierte Lohnsteuer ;3;1500000;1;;;0;60;100;0;320;0;267,27;4,64;0;110;120;130;0
Nein;3.1.3.0.723200;3.1.3.0;0;723200;Auszahlung für Bewirtschaftung Grundst Außenanl Gebäude Gebäudeeinrichtungen;3;13130;1;;;0;70;0;0;0;0;0;0;0;0;0;0;0
Nein;3.1.3.0.723210;3.1.3.0;0;723210;Auszahlung für Bewirtschaftung Grundstücke;3;13130;1;;;0;70;100;0;100;0;0;0;0;100;100;100;0
Nein;3.1.3.0.723220;3.1.3.0;0;723220;Auszahlung für Bewirtschaftung Außenanlagen;3;13130;1;;;0;70;100;0;100;0;59,95;0;0;100;100;100;0
Nein;3.1.3.0.723230;3.1.3.0;0;723230;Auszahlung für Bewirtschaftung Gebäude u. Gebäudebestandteile;3;13130;1;;;0,00;70;7.200;0;23.400;0;-7.332,45;2.529,26;0;7.200;7.200;7.200;0
Nein;3.1.3.0.723232;3.1.3.0;0;723232;Bew Gebäude - Wasser/Abwasser;3;13130;1;;;0,00;70;29.700;0;45.000;0;27.049,66;9.955,44;0;29.700;29.700;29.700;0
